movie,title,genres,year,Rating,RottenTomato
61,Eye for an Eye,Drama|Thriller,1995,1,62
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy|Crime,1996,3,64
64,Two if by Sea,Comedy|Romance,1995,4,74
65,Bio-Dome,Comedy,1995,2,96
66,Lawnmower Man 2: Beyond Cyberspace,Action|Sci-Fi|Thriller,1995,4,91
70,From Dusk Till Dawn,Action|Comedy|Horror|Thriller,1995,3,60
74,Bed of Roses,Drama|Romance,1996,8,50
79,"Juror, The",Drama|Thriller,1996,5,75
86,White Squall,Action|Adventure|Drama,1995,10,79
87,Dunston Checks In,Children|Comedy,1995,8,55
88,Black Sheep,Comedy,1995,8,95
92,Mary Reilly,Drama|Horror|Thriller,1996,4,83
94,Beautiful Girls,Comedy|Drama|Romance,1995,9,98
95,Broken Arrow,Action|Adventure|Thriller,1995,7,98
100,City Hall,Drama|Thriller,1996,2,100
101,Bottle Rocket,Adventure|Comedy|Crime|Romance,1996,3,52
102,Mr. Wrong,Comedy,1996,2,100
103,Unforgettable,Mystery|Sci-Fi|Thriller,1995,9,74
104,Happy Gilmore,Comedy,1995,5,72
107,Muppet Treasure Island,Adventure|Children|Comedy|Musical,1995,7,65
108,Catwalk,Documentary,1995,1,98
113,Before and After,Drama|Mystery,1995,4,87
118,If Lucy Fell,Comedy|Romance,1995,4,91
125,Flirting With Disaster,Comedy,1995,4,76
129,Pie in the Sky,Comedy|Romance,1995,6,51
135,Down Periscope,Comedy,1996,8,62
140,Up Close and Personal,Drama|Romance,1996,2,69
141,"Birdcage, The",Comedy,1996,4,76
291,Poison Ivy II,Drama|Thriller,1995,3,67
494,Executive Decision,Action|Adventure|Thriller,1995,5,72
605,One Fine Day,Drama|Romance,1995,9,80
608,Fargo,Comedy|Crime|Drama|Thriller,1995,1,89
609,Homeward Bound II: Lost in San Francisco,Adventure|Children,1995,1,70
611,Hellraiser: Bloodline,Action|Horror|Sci-Fi,1995,2,51
612,"Pallbearer, The",Comedy,1995,8,82
613,Jane Eyre,Drama|Romance,1996,9,74
619,Ed,Comedy,1995,6,100
626,"Thin Line Between Love and Hate, A",Comedy,1995,7,97
628,Primal Fear,Crime|Drama|Mystery|Thriller,1996,1,91
630,Carried Away,Drama|Romance,1996,3,65
631,All Dogs Go to Heaven 2,Adventure|Animation|Children|Fantasy|Musical|Romance,1995,1,87
635,"Family Thing, A",Comedy|Drama,1996,7,88
637,Sgt. Bilko,Comedy,1995,8,67
639,Girl 6,Comedy|Drama,1996,1,90
640,Diabolique,Drama|Thriller,1995,5,97
647,Courage Under Fire,Action|Crime|Drama|War,1996,9,86
648,Mission: Impossible,Action|Adventure|Mystery|Thriller,1995,7,90
650,Moll Flanders,Drama,1996,8,89
651,"Superweib, Das",Comedy,1995,3,56
653,Dragonheart,Action|Adventure|Fantasy,1996,5,94
656,Eddie,Comedy,1996,8,89
661,James and the Giant Peach,Adventure|Animation|Children|Fantasy|Musical,1995,6,78
662,Fear,Thriller,1995,8,83
663,Kids in the Hall: Brain Candy,Comedy,1996,10,95
664,Faithful,Comedy,1996,4,97
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),Action,1996,4,67
671,Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi,1996,10,95
673,Space Jam,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1996,10,59
685,It's My Party,Drama,1995,10,85
691,Mrs. Winterbourne,Comedy|Romance,1995,2,54
692,Solo,Action|Sci-Fi|Thriller,1996,5,96
694,"Substitute, The",Action|Crime|Drama,1995,5,53
695,True Crime,Mystery|Thriller,1996,3,100
697,Feeling Minnesota,Drama|Romance,1995,5,69
703,Boys,Drama,1996,2,76
704,"Quest, The",Action|Adventure,1996,10,80
705,Cosi,Comedy,1995,5,78
707,Mulholland Falls,Crime|Drama|Thriller,1996,4,70
708,"Truth About Cats & Dogs, The",Comedy|Romance,1995,8,59
710,Celtic Pride,Comedy,1995,2,56
711,Flipper,Adventure|Children,1995,1,89
719,Multiplicity,Comedy,1995,1,54
720,Wallace & Gromit: The Best of Aardman Animation,Adventure|Animation|Comedy,1995,10,100
722,"Haunted World of Edward D. Wood Jr., The",Documentary,1996,5,70
724,"Craft, The",Drama|Fantasy|Horror|Thriller,1996,1,93
725,"Great White Hype, The",Comedy,1995,1,96
726,Last Dance,Drama,1996,1,73
731,Heaven's Prisoners,Crime|Thriller,1996,9,64
733,"Rock, The",Action|Adventure|Thriller,1995,9,56
736,Twister,Action|Adventure|Romance|Thriller,1995,9,74
737,Barb Wire,Action|Sci-Fi,1996,8,83
742,Thinner,Horror|Thriller,1995,2,79
743,Spy Hard,Comedy,1995,10,91
747,"Stupids, The",Comedy,1996,8,70
748,"Arrival, The",Action|Sci-Fi|Thriller,1995,4,85
761,"Phantom, The",Action|Adventure,1995,6,95
762,Striptease,Comedy|Crime,1996,3,53
765,Jack,Comedy|Drama,1996,10,70
766,I Shot Andy Warhol,Drama,1995,10,84
769,Marlene Dietrich: Shadow and Light,Documentary,1996,7,86
778,Trainspotting,Comedy|Crime|Drama,1995,3,70
780,Independence Day (a.k.a. ID4),Action|Adventure|Sci-Fi|Thriller,1996,7,68
781,Stealing Beauty,Drama,1995,10,65
782,"Fan, The",Drama|Thriller,1996,7,92
783,"Hunchback of Notre Dame, The",Animation|Children|Drama|Musical|Romance,1996,3,50
784,"Cable Guy, The",Comedy|Thriller,1996,3,52
785,Kingpin,Comedy,1996,5,77
786,Eraser,Action|Drama|Thriller,1995,9,87
788,"Nutty Professor, The",Comedy|Fantasy|Romance|Sci-Fi,1996,5,65
798,Daylight,Action|Adventure|Drama|Thriller,1996,8,66
799,"Frighteners, The",Comedy|Horror|Thriller,1996,9,61
800,Lone Star,Drama|Mystery|Western,1996,10,91
801,Harriet the Spy,Children|Comedy,1996,3,99
802,Phenomenon,Drama|Romance,1996,8,84
803,Walking and Talking,Comedy|Drama|Romance,1996,1,96
804,She's the One,Comedy|Romance,1995,7,56
805,"Time to Kill, A",Drama|Thriller,1996,2,86
806,American Buffalo,Crime|Drama,1996,1,83
808,Alaska,Adventure|Children,1996,3,80
809,Fled,Action|Adventure,1996,10,72
810,Kazaam,Children|Comedy|Fantasy,1996,4,80
813,Larger Than Life,Comedy,1996,10,56
818,"Very Brady Sequel, A",Comedy,1995,8,87
828,"Adventures of Pinocchio, The",Adventure|Children,1996,2,57
829,Joe's Apartment,Comedy|Fantasy|Musical,1996,6,66
830,"First Wives Club, The",Comedy,1995,7,59
832,Ransom,Crime|Thriller,1996,10,58
833,High School High,Comedy,1996,9,69
834,Phat Beach,Comedy,1996,1,100
835,Foxfire,Drama,1995,5,58
836,Chain Reaction,Action|Adventure|Thriller,1995,7,80
837,Matilda,Children|Comedy|Fantasy,1995,3,79
838,Emma,Comedy|Drama|Romance,1995,1,72
839,"Crow: City of Angels, The",Action|Thriller,1996,8,83
840,House Arrest,Children|Comedy,1996,3,51
842,Tales from the Crypt Presents: Bordello of Blood,Comedy|Horror,1996,9,62
848,"Spitfire Grill, The",Drama,1995,5,87
849,Escape from L.A.,Action|Adventure|Sci-Fi|Thriller,1995,4,67
851,Basquiat,Drama,1995,6,84
852,Tin Cup,Comedy|Drama|Romance,1995,6,52
865,Small Faces,Drama,1996,7,52
866,Bound,Crime|Drama|Romance|Thriller,1996,3,79
867,Carpool,Comedy|Crime,1995,6,95
869,Kansas City,Crime|Drama|Musical|Thriller,1995,1,69
880,"Island of Dr. Moreau, The",Sci-Fi|Thriller,1995,9,61
881,First Kid,Children|Comedy,1995,6,68
882,"Trigger Effect, The",Drama|Thriller,1996,9,95
885,Bogus,Children|Drama|Fantasy,1995,2,67
886,Bulletproof,Action|Comedy|Crime,1995,6,82
892,Twelfth Night,Comedy|Drama|Romance,1996,3,96
893,Mother Night,Drama,1996,5,79
984,"Pompatus of Love, The",Comedy|Drama,1995,3,58
986,Fly Away Home,Adventure|Children,1996,1,59
988,Grace of My Heart,Comedy|Drama,1995,4,53
990,Maximum Risk,Action|Adventure|Thriller,1996,6,68
991,Michael Collins,Drama,1996,3,95
992,"Rich Man's Wife, The",Thriller,1995,9,69
994,Big Night,Comedy|Drama,1995,3,57
996,Last Man Standing,Action|Crime|Drama|Thriller,1995,10,61
997,Caught,Drama|Thriller,1995,2,85
998,Set It Off,Action|Crime,1995,9,65
999,2 Days in the Valley,Crime|Film-Noir,1995,4,51
1003,Extreme Measures,Drama|Thriller,1996,3,91
1004,"Glimmer Man, The",Action|Thriller,1995,3,66
1005,D3: The Mighty Ducks,Children|Comedy,1995,5,53
1006,"Chamber, The",Drama,1996,2,91
1034,Freeway,Comedy|Crime|Drama|Thriller,1996,10,51
1040,"Secret Agent, The",Drama,1995,6,52
1041,Secrets & Lies,Drama,1996,9,53
1042,That Thing You Do!,Comedy|Drama,1995,1,88
1043,To Gillian on Her 37th Birthday,Drama|Romance,1995,6,99
1044,Surviving Picasso,Drama,1996,1,65
1046,Beautiful Thing,Drama|Romance,1996,4,77
1047,"Long Kiss Goodnight, The",Action|Drama|Thriller,1996,5,93
1049,"Ghost and the Darkness, The",Action|Adventure,1995,8,94
1050,Looking for Richard,Documentary|Drama,1996,6,60
1051,Trees Lounge,Drama,1995,3,81
1053,Normal Life,Crime|Drama|Romance,1996,7,97
1054,Get on the Bus,Drama,1996,4,57
1056,Jude,Drama,1995,8,50
1057,Everyone Says I Love You,Comedy|Musical|Romance,1995,5,63
1059,William Shakespeare's Romeo + Juliet,Drama|Romance,1995,8,73
1060,Swingers,Comedy|Drama,1996,8,94
1061,Sleepers,Thriller,1996,6,85
1063,Johns,Drama,1996,7,70
1064,Aladdin and the King of Thieves,Animation|Children|Comedy|Fantasy|Musical|Romance,1996,1,83
1105,Children of the Corn IV: The Gathering,Horror,1996,10,57
1111,Microcosmos (Microcosmos: Le peuple de l'herbe),Documentary,1995,1,68
1112,Palookaville,Action|Comedy|Drama,1995,8,56
1113,"Associate, The",Comedy,1995,9,56
1114,"Funeral, The",Crime|Drama,1995,1,55
1120,"People vs. Larry Flynt, The",Comedy|Drama,1995,1,99
1123,"Perfect Candidate, A",Documentary,1996,3,82
1137,Hustler White,Romance,1996,6,57
1145,Snowriders,Documentary,1995,5,100
1147,When We Were Kings,Documentary,1995,9,99
1165,"Bloody Child, The",Drama|Thriller,1995,1,99
1167,Dear God,Comedy,1996,7,56
1168,Bad Moon,Action|Adventure|Horror,1996,4,63
1183,"English Patient, The",Drama|Romance|War,1996,7,78
1310,Hype!,Documentary,1995,8,51
1311,Santa with Muscles,Comedy,1995,8,59
1312,Female Perversions,Drama,1995,3,80
1317,I'm Not Rappaport,Comedy,1995,10,86
1324,Amityville: Dollhouse,Horror,1995,4,75
1351,Blood and Wine (Blood & Wine),Crime|Drama|Thriller,1996,10,93
1352,Albino Alligator,Crime|Thriller,1996,3,88
1353,"Mirror Has Two Faces, The",Comedy|Drama|Romance,1995,6,87
1354,Breaking the Waves,Drama|Mystery,1996,10,70
1356,Star Trek: First Contact,Action|Adventure|Sci-Fi|Thriller,1996,6,92
1357,Shine,Drama|Romance,1995,10,66
1358,Sling Blade,Drama,1995,8,60
1359,Jingle All the Way,Children|Comedy,1996,2,81
1361,Paradise Lost: The Child Murders at Robin Hood Hills,Documentary,1995,8,85
1363,"Preacher's Wife, The",Drama,1995,6,71
1365,Ridicule,Drama,1995,9,59
1366,"Crucible, The",Drama,1996,8,77
1367,101 Dalmatians,Adventure|Children|Comedy,1996,9,67
1384,"Substance of Fire, The",Drama,1995,8,80
1390,My Fellow Americans,Comedy,1996,4,53
1391,Mars Attacks!,Action|Comedy|Sci-Fi,1996,3,62
1392,Citizen Ruth,Comedy|Drama,1996,4,66
1393,Jerry Maguire,Drama|Romance,1995,9,74
1397,Bastard Out of Carolina,Drama,1995,3,88
1398,In Love and War,Romance|War,1995,5,78
1399,Marvin's Room,Drama,1996,5,66
1401,Ghosts of Mississippi,Drama,1996,8,54
1404,Night Falls on Manhattan,Crime|Drama,1995,1,65
1405,Beavis and Butt-Head Do America,Adventure|Animation|Comedy|Crime,1995,3,60
1407,Scream,Comedy|Horror|Mystery|Thriller,1996,5,70
1409,Michael,Comedy|Drama|Fantasy|Romance,1995,1,69
1410,"Evening Star, The",Comedy|Drama,1996,2,75
1411,Hamlet,Crime|Drama|Romance,1996,2,84
1413,"Whole Wide World, The",Drama,1996,4,83
1414,Mother,Comedy,1996,1,97
1415,"Thieves (Voleurs, Les)",Crime|Drama|Romance,1995,6,74
1416,Evita,Drama|Musical,1995,7,61
1417,"Portrait of a Lady, The",Drama,1995,10,86
1420,Message to Love: The Isle of Wight Festival,Documentary,1995,7,86
1423,Hearts and Minds,Drama,1995,7,65
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),Action|Adventure|Comedy|Thriller,1996,6,80
1430,Underworld,Comedy|Thriller,1996,2,91
1446,Kolya (Kolja),Comedy|Drama,1995,5,67
1449,Waiting for Guffman,Comedy,1995,10,78
1450,Prisoner of the Mountains (Kavkazsky plennik),War,1996,4,76
1455,Hotel de Love,Comedy|Romance,1996,10,62
1475,Kama Sutra: A Tale of Love,Romance,1995,4,90
1482,"Van, The",Comedy|Drama,1995,8,58
1483,Crash,Drama|Thriller,1995,1,89
1484,"Daytrippers, The",Comedy|Drama|Mystery|Romance,1995,5,66
1493,Love and Other Catastrophes,Romance,1995,9,73
1502,Kissed,Drama|Romance,1996,5,55
1504,Hollow Reed,Drama,1996,4,61
1516,Children of the Revolution,Comedy,1996,8,51
1531,Losing Chase,Drama,1996,5,77
1537,Shall We Dance? (Shall We Dansu?),Comedy|Drama|Romance,1995,10,85
1542,Brassed Off,Comedy|Drama|Romance,1995,8,83
1545,Ponette,Drama,1995,8,100
1546,Schizopolis,Comedy,1996,5,58
1554,"Pillow Book, The",Drama|Romance,1995,7,74
1571,When the Cat's Away (Chacun cherche son chat),Comedy|Romance,1995,9,95
1575,Gabbeh,Drama,1996,9,72
1642,Indian Summer (a.k.a. Alive & Kicking),Comedy|Drama,1996,5,82
1902,Dream for an Insomniac,Drama|Romance,1996,3,71
2330,Hands on a Hard Body,Comedy|Documentary,1995,5,54
2342,Hard Core Logo,Comedy|Drama,1995,3,84
2609,"King of Masks, The (Bian Lian)",Drama,1995,5,64
2625,Black Mask (Hak hap),Action|Adventure|Crime|Sci-Fi|Thriller,1996,6,69
2952,Sydney (Hard Eight),Crime|Drama|Thriller,1996,6,66
3282,Different for Girls,Comedy,1996,10,72
3574,Carnosaur 3: Primal Species,Horror|Sci-Fi,1995,8,98
4175,Gray's Anatomy,Comedy|Drama,1995,3,69
4350,Forgotten Silver,Comedy|Documentary,1996,7,81
4755,Wish Upon a Star,Comedy,1995,2,64
5570,Thesis (Tesis),Drama|Horror|Thriller,1995,7,80
6474,"Truce, The (a.k.a. La Tregua)",Drama,1996,1,56
6683,Fire,Drama,1996,9,67
7355,Mr. Toad's Wild Ride (a.k.a. The Wind in the Willows),Adventure|Animation|Comedy,1996,6,60
7845,Tremors II: Aftershocks,Comedy|Horror|Sci-Fi,1995,1,100
8504,Box of Moon Light,Comedy|Drama,1995,6,95
26915,Tromeo and Juliet,Comedy|Drama,1995,7,79
26947,Pusher,Crime|Thriller,1996,7,75
108090,Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi),Action|Adventure|Animation|Children,1996,8,89
136445,George Carlin: Back in Town,Comedy,1995,10,85
141886,The Dress,Comedy|Drama,1996,10,98
779,'Til There Was You,Drama|Romance,1997,1,74
870,Gone Fishin',Comedy,1997,1,93
879,"Relic, The",Horror|Thriller,1997,9,88
981,Dangerous Ground,Drama,1997,10,76
987,Bliss,Drama|Romance,1996,2,71
1055,Shadow Conspiracy,Thriller,1997,9,74
1181,"Shooter, The",Western,1996,5,83
1355,Nightwatch,Horror|Thriller,1997,9,68
1422,Murder at 1600,Crime|Drama|Mystery|Thriller,1997,8,57
1425,Fierce Creatures,Comedy,1996,9,84
1427,Turbulence,Action|Thriller,1997,7,54
1431,Beverly Hills Ninja,Action|Comedy,1996,2,80
1432,Metro,Action|Comedy|Crime|Drama|Thriller,1997,8,79
1438,Dante's Peak,Action|Thriller,1997,3,65
1442,Prefontaine,Drama,1996,10,71
1445,McHale's Navy,Comedy|War,1997,1,66
1447,Gridlock'd,Crime,1997,9,58
1453,"Beautician and the Beast, The",Comedy|Romance,1997,8,73
1454,SubUrbia,Comedy|Drama,1996,9,78
1456,"Pest, The",Comedy,1997,6,95
1457,Fools Rush In,Comedy|Drama|Romance,1996,1,54
1458,Touch,Drama|Fantasy|Romance,1997,1,93
1459,Absolute Power,Mystery|Thriller,1996,4,80
1460,That Darn Cat,Children|Comedy|Mystery,1996,9,55
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation),Comedy,1997,6,98
1463,That Old Feeling,Comedy|Romance,1997,6,79
1464,Lost Highway,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,1996,4,69
1465,Rosewood,Action|Drama,1997,8,100
1466,Donnie Brasco,Crime|Drama,1997,10,54
1468,Booty Call,Comedy|Romance,1996,1,97
1472,City of Industry,Crime|Thriller,1997,5,97
1473,Best Men,Action|Comedy|Crime|Drama,1996,8,58
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle),Children|Comedy,1997,4,55
1476,Private Parts,Comedy|Drama,1996,10,59
1479,"Saint, The",Action|Romance|Sci-Fi|Thriller,1996,9,87
1480,Smilla's Sense of Snow,Drama|Thriller,1996,7,97
1485,Liar Liar,Comedy,1997,7,68
1487,Selena,Drama|Musical,1997,5,64
1488,"Devil's Own, The",Action|Drama|Thriller,1997,3,87
1489,Cats Don't Dance,Animation|Children|Musical,1996,3,55
1490,B*A*P*S,Comedy,1996,5,55
1495,Turbo: A Power Rangers Movie,Action|Adventure|Children,1996,6,88
1497,Double Team,Action,1997,9,97
1498,Inventing the Abbotts,Drama|Romance,1997,8,65
1499,Anaconda,Action|Adventure|Thriller,1996,1,69
1500,Grosse Pointe Blank,Comedy|Crime|Romance,1996,10,82
1501,Keys to Tulsa,Crime,1996,6,83
1503,8 Heads in a Duffel Bag,Comedy,1996,4,79
1507,Paradise Road,Drama|War,1997,7,69
1508,Traveller,Drama,1997,1,69
1513,Romy and Michele's High School Reunion,Comedy,1997,4,71
1515,Volcano,Action|Drama|Thriller,1996,3,87
1517,Austin Powers: International Man of Mystery,Action|Adventure|Comedy,1997,3,68
1518,Breakdown,Action|Thriller,1997,3,72
1523,"Truth or Consequences, N.M.",Action|Crime|Romance,1996,8,93
1525,Warriors of Virtue,Action|Adventure|Children|Fantasy,1997,7,95
1526,Fathers' Day,Comedy,1996,4,76
1527,"Fifth Element, The",Action|Adventure|Comedy|Sci-Fi,1997,9,79
1529,Nowhere,Comedy|Drama,1997,1,67
1532,Sprung,Comedy,1997,1,58
1535,Love! Valour! Compassion!,Drama|Romance,1997,3,91
1539,Twin Town,Comedy|Crime,1997,4,92
1541,Addicted to Love,Comedy|Romance,1997,8,76
1543,"Designated Mourner, The",Drama,1996,7,77
1544,"Lost World: Jurassic Park, The",Action|Adventure|Sci-Fi|Thriller,1997,8,81
1550,Trial and Error,Comedy|Romance,1997,4,95
1552,Con Air,Action|Adventure|Thriller,1996,3,69
1556,Speed 2: Cruise Control,Action|Romance|Thriller,1996,10,71
1562,Batman & Robin,Action|Adventure|Fantasy|Thriller,1997,9,58
1563,Dream With the Fishes,Drama,1996,3,56
1564,For Roseanna (Roseanna's Grave),Comedy|Drama|Romance,1997,7,52
1566,Hercules,Adventure|Animation|Children|Comedy|Musical,1996,3,55
1569,My Best Friend's Wedding,Comedy|Romance,1997,6,74
1573,Face/Off,Action|Crime|Drama|Thriller,1997,1,61
1580,Men in Black (a.k.a. MIB),Action|Comedy|Sci-Fi,1996,3,85
1581,Out to Sea,Comedy,1997,3,87
1582,Wild America,Adventure|Children,1997,7,100
1583,"Simple Wish, A",Children|Fantasy,1997,7,85
1584,Contact,Drama|Sci-Fi,1997,10,52
1586,G.I. Jane,Action|Drama,1996,2,76
1588,George of the Jungle,Children|Comedy,1997,1,94
1589,Cop Land,Action|Crime|Drama|Thriller,1997,5,54
1590,Event Horizon,Horror|Sci-Fi|Thriller,1996,8,85
1591,Spawn,Action|Adventure|Sci-Fi|Thriller,1997,1,52
1592,Air Bud,Children|Comedy,1997,2,69
1593,Picture Perfect,Comedy|Romance,1997,6,70
1594,In the Company of Men,Comedy|Drama,1997,7,98
1595,Free Willy 3: The Rescue,Adventure|Children|Drama,1996,8,67
1596,Career Girls,Drama,1996,8,61
1597,Conspiracy Theory,Drama|Mystery|Romance|Thriller,1997,3,93
1599,Steel,Action,1997,8,86
1600,She's So Lovely,Drama|Romance,1997,6,58
1601,Hoodlum,Crime|Drama|Film-Noir,1996,1,71
1602,Leave It to Beaver,Comedy,1997,1,55
1603,Mimic,Horror|Sci-Fi|Thriller,1997,7,53
1604,Money Talks,Action|Comedy,1997,6,60
1605,Excess Baggage,Adventure|Romance,1997,5,99
1606,Kull the Conqueror,Action|Adventure,1996,9,80
1608,Air Force One,Action|Thriller,1996,4,81
1609,187 (One Eight Seven),Drama|Thriller,1997,2,77
1612,"Kiss Me, Guido",Comedy,1996,8,70
1613,Star Maps,Drama,1996,8,77
1614,In & Out,Comedy,1996,4,81
1615,"Edge, The",Adventure|Drama,1997,5,67
1616,"Peacemaker, The",Action|Thriller|War,1996,1,90
1617,L.A. Confidential,Crime|Film-Noir|Mystery|Thriller,1997,4,51
1619,Seven Years in Tibet,Adventure|Drama|War,1996,4,88
1620,Kiss the Girls,Crime|Drama|Mystery|Thriller,1996,3,85
1621,Soul Food,Drama,1997,10,57
1623,Wishmaster,Horror,1996,4,84
1624,"Thousand Acres, A",Drama,1997,1,50
1625,"Game, The",Drama|Mystery|Thriller,1997,10,70
1626,Fire Down Below,Action|Drama|Thriller,1997,3,75
1627,U Turn,Crime|Drama|Mystery,1997,6,95
1629,"MatchMaker, The",Comedy|Romance,1996,4,97
1631,"Assignment, The",Action|Thriller,1996,7,57
1632,"Smile Like Yours, A",Comedy|Romance,1996,8,85
1633,Ulee's Gold,Drama,1996,3,97
1635,"Ice Storm, The",Drama,1996,3,89
1636,Stag,Action|Thriller,1997,5,93
1639,Chasing Amy,Comedy|Drama|Romance,1996,7,99
1640,How to Be a Player,Comedy,1997,10,94
1641,"Full Monty, The",Comedy|Drama,1997,7,93
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)",Drama|Romance,1997,1,50
1644,I Know What You Did Last Summer,Horror|Mystery|Thriller,1996,10,51
1645,The Devil's Advocate,Drama|Mystery|Thriller,1997,8,83
1646,RocketMan (a.k.a. Rocket Man),Children|Comedy|Romance|Sci-Fi,1997,3,92
1647,Playing God,Crime|Drama|Thriller,1996,9,82
1648,"House of Yes, The",Comedy|Drama,1997,10,65
1649,"Fast, Cheap & Out of Control",Documentary,1996,9,53
1652,Year of the Horse,Documentary,1997,8,95
1653,Gattaca,Drama|Sci-Fi|Thriller,1997,5,92
1654,FairyTale: A True Story,Children|Drama|Fantasy,1997,1,86
1657,Wonderland,Comedy|Documentary,1997,5,51
1658,"Life Less Ordinary, A",Romance|Thriller,1997,9,55
1660,Eve's Bayou,Drama,1997,2,62
1661,Switchback,Crime|Mystery|Thriller,1997,5,53
1665,Bean,Comedy,1997,4,50
1667,Mad City,Action|Drama,1997,9,58
1668,One Night Stand,Drama,1997,10,78
1669,"Tango Lesson, The",Romance,1997,5,97
1670,Welcome to Sarajevo,Drama|War,1997,10,90
1671,Deceiver,Crime|Drama|Thriller,1997,3,84
1672,"Rainmaker, The",Drama,1997,10,94
1673,Boogie Nights,Drama,1996,6,92
1676,Starship Troopers,Action|Sci-Fi,1996,10,88
1681,Mortal Kombat: Annihilation,Action|Adventure|Fantasy,1996,1,76
1683,"Wings of the Dove, The",Drama|Romance,1997,7,51
1684,Mrs. Dalloway,Drama|Romance,1996,9,50
1686,Red Corner,Crime|Thriller,1997,8,79
1687,"Jackal, The",Action|Thriller,1996,10,63
1688,Anastasia,Adventure|Animation|Children|Drama|Musical,1997,1,98
1689,"Man Who Knew Too Little, The",Comedy|Crime|Thriller,1997,4,66
1690,Alien: Resurrection,Action|Horror|Sci-Fi,1997,3,94
1693,Amistad,Drama|Mystery,1996,9,82
1694,"Apostle, The",Drama,1997,4,98
1696,Bent,Drama|War,1997,7,53
1699,"Butcher Boy, The",Comedy|Drama,1996,2,83
1701,Deconstructing Harry,Comedy|Drama,1996,7,54
1702,Flubber,Children|Comedy|Fantasy,1996,3,60
1703,For Richer or Poorer,Comedy,1997,6,84
1704,Good Will Hunting,Drama|Romance,1997,9,72
1707,Home Alone 3,Children|Comedy,1997,5,60
1711,Midnight in the Garden of Good and Evil,Crime|Drama|Mystery,1996,1,75
1713,Mouse Hunt,Children|Comedy,1997,3,97
1715,Office Killer,Thriller,1996,1,87
1717,Scream 2,Comedy|Horror|Mystery|Thriller,1997,10,90
1719,"Sweet Hereafter, The",Drama,1996,3,53
1721,Titanic,Drama|Romance,1997,8,91
1722,Tomorrow Never Dies,Action|Adventure|Thriller,1997,4,83
1726,"Postman, The",Action|Adventure|Drama|Sci-Fi,1996,2,64
1728,"Winter Guest, The",Drama,1997,1,51
1729,Jackie Brown,Crime|Drama|Thriller,1997,8,68
1730,Kundun,Drama,1996,8,95
1731,Mr. Magoo,Comedy,1996,5,87
1733,Afterglow,Drama|Romance,1996,2,97
1734,My Life in Pink (Ma vie en rose),Comedy|Drama,1997,2,88
1747,Wag the Dog,Comedy,1996,3,76
1750,Star Kid,Adventure|Children|Fantasy|Sci-Fi,1997,9,79
1755,Shooting Fish,Comedy|Romance,1997,9,90
1759,"Four Days in September (O Que É Isso, Companheiro?)",Drama,1996,8,71
1760,Spice World,Comedy,1997,8,92
1771,Night Flier,Horror,1997,7,97
1784,As Good as It Gets,Comedy|Drama|Romance,1997,9,77
1788,Men with Guns,Action|Drama,1996,6,93
1794,Love and Death on Long Island,Comedy|Drama,1996,7,76
1799,Suicide Kings,Comedy|Crime|Drama|Mystery|Thriller,1997,2,69
1809,Fireworks (Hana-bi),Crime|Drama,1996,3,93
1816,Two Girls and a Guy,Comedy|Drama,1996,9,52
1819,Storefront Hitchcock,Documentary|Musical,1997,9,59
1827,"Big One, The",Comedy|Documentary,1997,3,92
1834,"Spanish Prisoner, The",Crime|Drama|Mystery|Thriller,1996,3,70
1844,Live Flesh (Carne trémula),Drama|Romance,1997,7,73
1846,Nil By Mouth,Drama,1996,10,62
1848,"Borrowers, The",Adventure|Children|Comedy|Fantasy,1996,10,86
1858,Mr. Nice Guy (Yat goh ho yan),Action|Comedy,1996,2,94
1859,Taste of Cherry (Ta'm e guilass),Drama,1997,10,83
1860,Character (Karakter),Drama,1996,6,81
1861,Junk Mail (Budbringeren),Comedy|Thriller,1997,7,93
1865,Wild Man Blues,Documentary,1997,10,78
1874,Still Breathing,Comedy|Romance,1996,5,51
1875,Clockwatchers,Comedy,1996,6,73
1880,Lawn Dogs,Drama,1997,5,81
1889,Insomnia,Drama|Mystery|Thriller,1997,7,51
1891,"Ugly, The",Horror|Thriller,1997,4,98
1900,"Children of Heaven, The (Bacheha-Ye Aseman)",Comedy|Drama,1996,10,55
1901,Dear Jesse,Documentary,1996,9,98
1903,Hav Plenty,Comedy,1997,3,97
1904,Henry Fool,Comedy|Drama,1996,2,56
1910,I Went Down,Comedy|Crime|Drama,1996,8,58
2008,"This World, Then the Fireworks",Crime|Drama|Film-Noir,1997,10,92
2025,Lolita,Drama|Romance,1997,3,53
2029,Billy's Hollywood Screen Kiss,Comedy|Romance,1996,4,57
2063,"Seventh Heaven (Septième ciel, Le)",Drama|Romance,1997,1,65
